Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cambodia,KHM,..,6.49569141126194,9.12262120068432,8.46063332258204,9.26684941966388,1.59552572253551,5.93219486495444,6.11417587054157,6.81499776381904,6.28405097345717,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cameroon,CMR,-4.98816425991531,0.0396196335640724,4.19883685424355,3.98468509002005,6.37329173210762,8.153673058661,4.56164857436443,4.65480966944124,2.69154219975292,3.50850843669322,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Canada,CAN,-0.895295053591909,7.29047423656223,4.4713650222274,1.30506660385336,2.69502678551135,2.29733511723158,-2.40117961183812,0.719230311681926,5.37223010952994,1.56657787499476,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cayman Islands,CYM,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Central African Republic,CAF,..,..,-3.12169849053771,-1.64950277008195,-43.7116295491181,-0.448372926788693,7.63311204113397,15.1778637856901,-3.2768852659518,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Chad,TCD,-4.39232924642836,-1.04748072755021,-3.16871361262467,13.2851107267362,7.0483914095188,4.30192327268469,-7.85353054160584,-6.30427383986621,-12.5692161300994,1.516290762914,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Chile,CHL,4.48559733648655,4.21779178733222,7.35460684403763,6.42840447683216,3.2009920908808,2.78574520024992,3.94153112955121,2.7976861226207,0.202876245487246,1.33937148226696,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,China,CHN,..,8.77422735524081,5.15697816215119,9.48749417471888,7.77350999008304,9.7631903885075,8.72462125894782,7.76135342376179,5.85054126677555,9.7596286458801,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Colombia,COL,1.46341482668446,-0.699511918923932,5.94326221598875,6.05714820014533,5.79742137773023,4.42668582017333,2.77448334766306,2.04460160003892,0.554769478033634,0.0582016400134222,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Comoros,COM,4.26310900018558,11.4237027091968,3.84090338599022,3.90948424081961,5.03408270206434,3.38731250771298,6.84014421960522,3.74924073902075,5.27788193873018,5.22482683824501,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Congo, Dem. Rep.",COD,..,-1.32699466826438,5.70248421229351,10.5389266521372,0.825521460082925,6.12140055616062,10.7737383896886,-11.8622135360354,34.237942023,1.21998352394439,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Congo, Rep.",COG,12.5051697455008,-35.324225255477,-37.2557305688612,44.131740845978,55.3329680562592,27.3685244585252,36.9243003377977,-5.22879227506485,-14.4008033142012,-33.8221374888249,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Costa Rica,CRI,4.80095223200472,2.07095512317703,3.04646440780112,5.42033579385084,1.99933288877953,3.52313694745756,6.08986816400663,5.43802536107498,3.40169026182981,1.94509224243443,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cote d'Ivoire,CIV,..,..,-11.4264150911633,17.2253107172034,3.54366637720082,18.7273571461334,10.7980364228967,9.14372484692905,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Croatia,HRV,..,2.82031526545055,0.342087883297907,-2.05825477705027,1.57392942586266,0.28262734945308,5.86720709017231,0.933513662430954,5.58713667832707,3.3265699958642,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cuba,CUB,-0.449914949661633,2.43247043034884,0.149007172731615,5.17902346138142,2.94750845033973,2.90452634017102,5.58828462208665,3.41363432190423,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Cyprus,CYP,4.00726483086787,2.74096850064483,4.42140916918399,-7.17943725938609,-7.86303564195168,-4.1638154716142,6.31266169225543,3.38665249223379,6.9318310981019,4.00890295689264,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Czech Republic,CZE,..,1.77986156582392,0.389718982523647,0.622427941669244,0.183623496670378,3.51015634160321,6.52661466324041,3.57492381079383,4.6316713729682,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Denmark,DNK,1.29563375161203,2.15112954840284,0.813941686077669,0.839357923738817,3.3000310324572,3.62403626030832,2.65562016198662,2.43983898298588,1.55779923522068,2.48836141539861,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Djibouti,DJI,..,..,..,..,..,7.47984559811069,4.1549379597285,23.854675227785,13.0976741154079,-11.3537998720296,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Dominica,DMA,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Dominican Republic,DOM,-6.9271648211872,3.71691079371526,0.819910726044839,2.84937790351989,2.56333281587686,7.23231443676143,10.8394731617099,7.1455065703276,2.65473205765905,5.53077074450847,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Ecuador,ECU,8.72096900263611,-1.90353310398942,6.26323259815213,6.60770552575511,6.76494921981356,3.45854632113047,-0.205284957471477,-1.80911396539763,2.2975050097296,-2.69500704201694,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Egypt, Arab Rep.",EGY,0.510603390725024,6.6779550049479,3.8910058809717,3.53413877474654,3.92670480279858,3.28538022366338,8.91078083744674,5.44219925551434,-1.51182664912659,3.82432158955798,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,El Salvador,SLV,..,-0.607279059466876,3.14263597602734,2.44040617758665,2.2669011778508,-0.633144469966467,4.07570030472813,2.26068597544989,0.79768943758782,0.00680764756333474,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Equatorial Guinea,GNQ,..,..,58.1953792884319,8.62225558365617,25.9793109711539,1.56602804504604,16.2192911541655,-8.06962967126448,-15.0628765024899,-6.24158971062414,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Eritrea,ERI,..,-1.57138644956807,-18.8615829682595,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Estonia,EST,..,..,9.81035789240161,4.5602345599001,4.20482588580882,3.99197272053962,2.9085691598673,3.05739980152362,6.2490773388576,5.83370859833201,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Eswatini,SWZ,..,6.08889818819824,7.20255281970815,7.14343242707369,5.95755924003143,1.46666832323533,3.85185351357022,-6.10261979304639,1.05019450344915,3.56218289127035,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Ethiopia,ETH,..,..,..,9.63783598085237,10.864096522591,10.8474398360817,9.44396041032711,10.7030307681319,6.46546447256746,15.6764062608334,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Fiji,FJI,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Finland,FIN,-2.24635007668201,4.41837622006965,0.999205210613098,-2.42013219573224,-0.597520555608639,1.05777707946588,2.04829416080348,2.40958867345735,2.49511659879708,2.37739609627545,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,France,FRA,2.74769720589117,2.5400437207543,1.73803675731274,-0.560302392458425,1.01528986302988,1.26460244746049,2.35650886776446,1.25391826625436,1.96691177100175,0.701385135012416,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Gabon,GAB,-9.38511386626824,-8.72405167902225,13.3289214616001,15.5697762378926,6.42868137230485,10.5219091893898,7.24267676135217,1.41547192548499,1.77483649014476,-1.45262417135345,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Gambia, The",GMB,..,..,-0.523756666540294,5.42895610506797,2.70728301333665,-1.44783494694795,4.05868149780959,2.55345860963476,4.60012236188916,11.8746720919236,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Georgia,GEO,..,..,4.57876276360373,8.97772434722843,4.487007905906,7.56809964309832,3.30608960401871,-0.297643152079743,7.23833904205679,6.86668469182385,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Germany,DEU,5.55495537227139,1.39808375461445,3.90013951942537,-0.171781946372079,0.561601308006573,2.53885178283535,3.09991900898821,3.15218467245286,2.09579434539842,0.992586834901402,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Ghana,GHA,..,..,8.75528610207306,8.08288934324777,15.3689756012956,1.47537159310045,0.155634518079722,5.43364662907042,11.3230657565045,5.56746524036352,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Greece,GRC,2.19250957045811,4.48817523513144,-11.5575923727841,-5.54654176538058,-3.58937864788894,4.09077602003423,1.17414843924128,0.0507847374765902,2.2789400115081,1.01571638893847,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Guatemala,GTM,0.408701547968036,1.53041529477103,5.12634057476645,4.26262143460087,1.42459432859903,3.62362701188812,6.5673427964543,3.74250981785518,3.33619296414811,2.54237928885939,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Guinea,GIN,..,..,1.30594328428356,10.9908694234621,2.7482385874758,3.63864653775221,5.5365928573637,9.46367490746347,16.8538974395041,2.34347164271212,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Guinea-Bissau,GNB,..,..,17.4665946032738,-11.4642922658553,-0.446784851500695,10.0538723964019,12.1123415065222,10.3102996535631,12.8378789798018,4.26879681202348,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Guyana,GUY,..,..,1.25399615893183,3.01122496876876,6.42777676893434,10.683951565867,2.52737672063699,-4.56925814662186,2.14887822513741,3.21422574235312,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Haiti,HTI,0.203510298660234,45.9699875536763,5.23308934982161,0.377964657557285,4.55363967477393,1.74369766618111,3.87425915897587,-0.38952587595918,-3.86569126640269,0.639395373322088,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Honduras,HND,-0.758202380506361,6.67621567163819,5.62498453961568,1.60310571082827,-1.07081013307878,4.00347458292451,10.6230257504804,3.253004032416,6.59739850037802,-0.990435921549192,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Hungary,HUN,..,4.18032670077808,0.276738550929977,-2.03766444202945,4.92795542241137,3.95768881984549,4.59011808263752,5.14250241867984,2.13513452220539,4.37193908219091,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Iceland,ISL,..,..,..,3.59839646473353,15.2875820388156,4.29937323657326,9.01534765263847,8.87230624040272,4.83278033718587,-0.249168564743542,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,India,IND,6.00258793522339,2.79409526971936,4.89987342555874,6.0989945870964,6.12050928074994,6.56737484385053,9.00984845124837,7.46223768148926,8.25482066834336,5.62948501919196,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Indonesia,IDN,58.6276942633891,177.485288604858,5.49747752802119,4.87250694297813,5.62258361927807,4.77204565092599,5.61823408870323,8.0792031304953,5.59400860197267,3.97654257814483,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Iran, Islamic Rep.",IRN,-2.67185061538342,-5.39952502050046,3.18160856165943,-15.4729319642266,-0.527001713182017,0.535270411946541,-5.47828154320203,7.84997530714517,3.91758147788525,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Ireland,IRL,6.61979982947278,9.98515382062169,-1.85820538467489,-0.654493702382197,6.9038062508008,7.95813507453775,6.03925634554902,7.4609325425955,1.71124591841196,3.77618305290927,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Israel,ISR,9.50431197779827,5.76847545733887,4.39308082540011,1.73431126647972,6.13534218345519,5.80287812653062,4.59606949886313,5.24541701611039,3.34714772228679,3.71927404695367,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Italy,ITA,2.10023113347656,2.03676584065207,-0.306335400859965,-3.89619410856622,-1.53325742090939,1.06614916790102,0.671158018300488,3.88622844731523,1.83792971640744,1.24842311268962,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Jamaica,JAM,..,..,0.382320170390727,1.98554240341112,-1.37027668430504,0.249358053036318,2.72678251851353,1.89678436045666,2.66211880115046,0.288212963721207,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Japan,JPN,4.29558212389045,2.74345210692262,-0.888767024638753,1.73960159353872,2.7392098560351,0.531791335820458,3.78962131116185,1.15168384845737,1.81802261150381,-0.0626264748710241,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Jordan,JOR,-16.0053194667428,10.2838868527172,-3.04090830283485,5.32132315566207,3.37847702068024,1.84372930703172,4.89453804555183,0.0668436853263614,2.79382424186765,3.47721499891114,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kazakhstan,KAZ,..,-7.42159243868008,15.090469555806,6.74667183304723,11.9502449140177,6.09776425031141,3.45607260147985,-2.14144488039565,3.21603131909787,-1.53751530749432,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kenya,KEN,3.23853490154053,0.139121587690298,4.70359205779391,6.60538107015837,5.48367346392014,1.60260451257194,8.41848234510549,8.09422113867898,1.4547959507338,6.90844540746771,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kiribati,KIR,..,..,-2.58463671232087,15.4023070907605,13.6081414304876,18.2050152142402,24.9687570151234,-9.90101041671691,8.47067618451582,1.65970393848878,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Korea, Rep.",KOR,8.65063424073466,6.59783278420349,1.05540764777774,2.31934701054939,3.35300044990279,2.9930015167056,5.65753354116576,4.33405807159097,3.58797889712494,0.647189184644219,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kuwait,KWT,..,..,17.757787312289,11.2098909029048,-0.310083986275885,-5.7006434076547,-22.0320995884593,-2.19395872260741,8.31977012393727,9.01424906530745,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Kyrgyz Republic,KGZ,..,9.37481457036915,4.62948846459162,11.6774985604524,-2.53666338560043,5.62173854330747,1.95424730031901,13.71074928191,5.15783670139673,8.64952791691609,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Lao PDR,LAO,..,..,16.1796326844515,5.58454008638275,9.44473161566745,11.2686678027806,5.07311300994651,14.3379459280362,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Latvia,LVA,..,9.27911362142358,8.24110866304659,0.826752038743521,3.85621107581704,1.55202443329205,3.88440280188942,4.82090627172489,5.1074873550038,5.52649551626637,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Lebanon,LBN,..,1.69217075246064,-5.84455973969227,6.25518164447134,4.08962320952404,3.04724400636296,6.86915894797737,4.65805660757812,1.07605508691648,-2.27838343713918,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Lesotho,LSO,..,..,3.22314856441763,-1.71818815430944,6.33410515529482,6.36002905560409,-3.19502767251689,0.257394308528333,-0.620162678746127,1.12520512216278,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Liberia,LBR,..,..,15.6900634097982,10.4241513772618,4.82550393013541,-9.67173405452182,0.699913991657979,-2.17916045064395,0.277250907717644,3.46320465749217,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Libya,LBY,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Lithuania,LTU,..,6.97846203948622,3.96509789749405,3.06264921909722,4.44984610489021,5.40668749314473,0.621229593984424,3.72944485624511,5.18916157271043,4.10328254886312,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Luxembourg,LUX,5.26649596503421,3.46204299299231,-0.872856509240478,0.279127567496843,0.151166183422163,6.07669039984199,0.0395660535592839,2.18500149871386,2.57994770815641,2.23084243800751,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Madagascar,MDG,8.79061551282156,5.4964932501571,3.53261913474343,2.29649328848775,2.06556069111828,0.917260156973171,5.22762346322203,8.62534910426263,1.69909638041537,-1.93150818664419,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Malawi,MWI,..,..,8.86387424415382,-0.419551847990888,3.30921560909675,6.34914306538457,5.64817483528427,8.93172422728807,13.6176317161775,6.2788082001975,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Malaysia,MYS,9.12702073368226,8.01054824090907,8.24986859875455,2.85270782926754,4.54419320657632,5.30304585767338,4.26651869069477,4.21324690776702,5.90495037109358,0.962072516306378,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Maldives,MDV,..,..,..,..,..,..,..,..,..,..,..,..
Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,Mali,MLI,-2.67538419996235,-2.58767720679323,6.00011320095008,-2.6531884145394,2.8033174905006,10.0352333262491,6.92750063867,6.8505633236455,-0.514904382925479,5.50293610549018,..,..
